conversation_id,customer_message,agent_response
1113853,This is the 2nd time in 2 months that I have been a victim to your false claims and imaginary delivery attempt.,I'm sorry for the trouble. Kindly share your details in the link provided earlier and we'll reach out to you.
1113860,unable to delete card via Manage Payment Methods page. Is the issue brought to notice already? #CardManagement #Amazon,"Thanks for bringing this to our notice, I have forwarded this to our internal teams and we'll sort this out quickly."
1114406,I just play it on fire stick it playing but on phone it causing problem,It seems to be working fine. I just checked. Kindly uninstall and reinstall the App and it should work. Keep us posted.
1114901,"hi, I have a parcel that estimated delivery today I haven’t had a dispatch email, could you tell me when my parcel is due please","Hi, sorry to hear that. What's the current status of the tracking: Is the order fulfilled by Amazon?"
1115209,Jazz seems to think your remote is a new chew toy for her! Where can we get a new one from?,Little rascal! Still cute though. 😍🐶 Follow the link and we may be able to arrange something 😉
1115831,I am trying to close account of Neha mehta Mobile number 9890081943 and have sent mail on 23/10. Still matter pending.,That's odd! I'm sorry for the delay. Let me help you out in closing the account. Please drop your details here(1/2)
1116243,And giving thx to Amazon.. One of the best shopping app..,Loved reading your kind words. Hope Sherry gets his share of chill there.
1116988,WHY DOES AMAZON ALWAYS CAUSE PROBLEMS FOR ME LIKE THIS IS THE 4th EFFING TIME THEY CHARGED ME FOR SUBSCRIPTIONS THAT I DIDNT SIGN UP FOR 😤😤,"I am so sorry for the inconvenience, will you tell us the description of the subscription that was charged to your credit card?"
1117067,got it thank you sooo much amazon,"You're most welcome, Jay."
1117737,Does Amazon offer discount for hosting/cloud services for Prime Member?,"Hi there, here's a list of all the benefits you receive as a Prime member:"
1118635,Finally got my package today. Ordered on Prime on Thursday with overnight shipping. Too late to even use what I ordered. What will you do?,I understand your frustration. You can see your available return options here:
1119240,"hi, error code AMZ-99-WLR:GB on Samsung TV and your app won't load. Never happened before. What do I do please?","Hey, Richard. Sorry for the trouble! To confirm, did your TV come with the Amazon app pre-installed?"
1119628,When are you bringing Season 3 to India #MrRobot,We don't have an announcement yet. Please stay tuned.
1119995,Has anyone else too experienced the pathetic customer service from Amazon? Fed up of playing hide and seek with my order!,"I'd like to take a closer look into this, please share your details on the link here: 2/2"
1121630,Have the winners been announced? Were the winners announced by for this deal contest?,"The winners will be announced soon and if you're one of the lucky winners, you'll be contacted by the concerned team."
1121631,#iphone8plus 256 gb is out of stock. Get it restocked. #DiwaliKiTayyari #AmazonGreatIndianFestival,We update our stock depending on the data we receive from our sellers. Stay tuned to the website for further updates.
1122315,Tried it but still no response from airtel. I am not sure what to do. Do you have any contact where I can escalate ?,"I am afraid, regarding any query on this offer the service provider will be the best to assist you. (1/2)"
1122821,I have already submitted my passport and driving license scan copy .. why Aadhar and pan ?,Kindly get in touch with our support team through the secure link above. We'll be glad to help you.
1123680,Hello Amazon I won a contest pls see the pic below and wd like to DM my contact Details,Congratulations! Please DM your details and our team will connect with you.
1125014,"my package was delivered to the wrong place, signed for by someone I don't know, and a picture is on my account of a front porch I don't recognize. Please help!","I'm sorry to hear this! We'd like to look into this further. When you have a moment, please provide us with your details here:"
1127238,Acabo de mirarlo y me sale entrega garantizada el 26 WTF? 😅,Se encuentra a tiempo entonces :) En caso de que no llegue en la fecha ofrecida puedes contacar con nuestro Servicio al Cliente
1127969,Residential. I've had many parcels delivered from Amazon directly when not at home and they have all been delivered first time,"Sorry for the inconvenience Gary, will you be able to collect it tomorrow?"
1127981,i ordered bean bag on 7th OCT still not received. order no : 402-8267992-7563519 it's more than 18 day worst customer support,I'm sorry about that. Please fill this form: and I’ll contact you soon. 1/2
1128036,Hi my order no. #406-9598128-9365154. I have bouth this mobile with No cost emi.... Have you given confirmation to bank,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public."
1128044,In app I go 2->Customer Service->Contact us->Call Customer Service->Return & Refunds->Call us now Then on a call it says unable 2 find order,Please drop your details here: so that we can get in touch with you. (2/2)
1128122,Jst had the worst delivery experience 4m u guys in my entire life..Now no more prime renewal 2.. m coming back 2 u.,Could you please elaborate your query to assist you further. (2/2)
1128127,"kindle paper white is being sold at global store @ USD 90, Rs 6000 max.... But in India, it is being sold at Rs 10999..too Bad :(","As Amazon.in is a retail marketplace, the products are sold by individual sellers/suppliers; therefore, (1/2)"
1129306,"Oui, ça je sais mais pourquoi sur votre site c'est quand même marqué livraison rapide ? 1 mois c'est pas rapide c'est ça que je comprend pas",3 semaines ou un mois est le délai le plus court pour ce vendeur surtout lorsque c'est expédié d'un autre pays.
